Category,Sub_Category,Id,Description
1,C,1C240_a,"Filamentary nickel powders;"
1,C,1C240_a_1,"A nickel purity content of 99.0% or greater by weight; and"
1,C,1C240_a_2,"A mean particle size of less than 10 micrometers measured by American Society for Testing and Materials (ASTM) B330 standard;"
1,C,1C240_b,"Single porous nickel sheets with an area of 1,000 cm2 per sheet or less."
1,C,1C241,"Rhenium and alloys containing rhenium (see List of Items Controlled)."
1,C,1C241_a,"Rhenium and alloys containing rhenium, as follows, having both of the characteristics described in 1C241.b:"
1,C,1C241_a_1,"Alloys containing 90% by weight or more of rhenium;"
1,C,1C241_a_2,"Alloys containing 90% by weight or more of any combination of rhenium and tungsten; and"
1,C,1C241_b,"Having both of the following characteristics:"
1,C,1C241_b_1,"In forms with a hollow cylindrical symmetry (including cylinder segments) with an inside diameter between 100 mm and 300 mm; and"
1,C,1C241_b_2,"A mass greater than 20 kg."
1,C,1C298,"Graphite and deuterium that is intended for use other than in a nuclear reactor, as follows (see List of Items Controlled)."
1,C,1C298_b,"'Deuterium' not for use in a nuclear reactor."
1,C,1C350,"Chemicals that may be used as precursors for toxic chemical agents (see List of Items Controlled)."
1,C,1C350_2,MIXTURES:
1,C,1C350_a,"Chemicals Not Eligible"
1,C,1C350_b_1,"(C.A.S. #7784-34-1) Arsenic trichloride;"
1,C,1C350_b_10,"(C.A.S. #96-79-7), N,N-Diisopropyl-beta-aminoethyl chloride;"
1,C,1C350_b_11,"(C.A.S. #4261-68-1) N,N-Diisopropyl-beta-aminoethyl chloride hydrochloride;"
1,C,1C350_b_12,"(C.A.S. #6163-75-3) Dimethyl ethylphosphonate;"
1,C,1C350_b_13,"(C.A.S. #756-79-6) Dimethyl methylphosphonate;"
1,C,1C350_b_14,"(C.A.S. #677-43-0) N,N-dimethylamino-phosphoryl dichloride;"
1,C,1C350_b_15,"(C.A.S. #1498-40-4) Ethyl phosphonous dichloride [Ethyl phosphinyl dichloride];"
1,C,1C350_b_16,"(C.A.S. #430-78-4) Ethyl phosphonus difluoride [Ethyl phosphinyl difluoride];"
1,C,1C350_b_17,"(C.A.S. #1066-50-8) Ethyl phosphonyl dichloride;"
1,C,1C350_b_18,"(C.A.S. #993-13-5) Methylphosphonic acid;"
1,C,1C350_b_19,"(C.A.S. #676-98-2) Methylphosphonothioic dichloride."
1,C,1C350_b_2,"(C.A.S. #76-93-7) Benzilic acid;"
1,C,1C350_b_20,"(C.A.S. #464-07-3) Pinacolyl alcohol;"
1,C,1C350_b_21,"(C.A.S. #1619-34-7) 3-Quinuclidinol;"
1,C,1C350_b_22,"(C.A.S. #111-48-8) Thiodiglycol."
1,C,1C350_b_3,"(C.A.S. #78-38-6) Diethyl ethylphosphonate;"
1,C,1C350_b_4,"(C.A.S. #683-08-9) Diethyl methylphosphonate;"
1,C,1C350_b_5,"(C.A.S. #15715-41-0) Diethyl methylphosphonite;"
1,C,1C350_b_6,"(C.A.S. #2404-03-7) Diethyl-N,N-dimethylphosphoroamidate;"
1,C,1C350_b_7,"(C.A.S. #41480-75-5) N,N-Diisopropylaminoethanethiol hydrochloride;"
1,C,1C350_b_8,"(C.A.S. #5842-07-9) N,N-Diisopropyl-beta-aminoethane thiol;"
1,C,1C350_b_9,"(C.A.S. #96-80-0) N,N-Diisopropyl-beta-aminoethanol;"
1,C,1C350_c_1,"(C.A.S. #762-04-9) Diethyl phosphite;"
1,C,1C350_c_10,"(C.A.S. #102-71-6) Triethanolamine;"
1,C,1C350_c_11,"(C.A.S. #122-52-1) Triethyl phosphite;"
1,C,1C350_c_12,"(C.A.S. #121-45-9) Trimethyl phosphite."
1,C,1C350_c_2,"(C.A.S. #868-85-9) Dimethyl phosphite (dimethyl hydrogen phosphite);"
1,C,1C350_c_3,"(C.A.S. #139-87-7) Ethyldiethanolamine;"
1,C,1C350_c_4,"(C.A.S. #10025-87-3) Phosphorus oxychloride;"
1,C,1C350_c_5,"(C.A.S. #10026-13-8) Phosphorus pentachloride;"
1,C,1C350_c_6,"(C.A.S. #7719-12-2) Phosphorus trichloride;"
1,C,1C350_c_7,"(C.A.S. #10545-99-0) Sulfur dichloride;"
1,C,1C350_c_8,"(C.A.S. #10025-67-9) Sulfur monochloride;"
1,C,1C350_c_9,"(C.A.S. #7719-09-7) Thionyl chloride;"
1,C,1C350_d_1,"(C.A.S. #1341-49-7) Ammonium hydrogen fluoride;"
1,C,1C350_d_10,"(C.A.S. #506-59-2) Dimethylamine hydrochloride;"
1,C,1C350_d_11,"(C.A.S. #762-77-6) Ethyl chlorofluorophosphate;"
1,C,1C350_d_12,"(C.A.S. #1498-51-7) Ethyl dichlorophosphate;"
1,C,1C350_d_13,"(C.A.S. #460-52-6) Ethyl difluorophosphate;"
1,C,1C350_d_14,"(C.A.S. #7664-39-3) Hydrogen fluoride;"
1,C,1C350_d_15,"(C.A.S. #3554-74-3) 3-Hydroxyl-1-methylpiperidine;"
1,C,1C350_d_16,"(C.A.S. #76-89-1) Methyl benzilate;"
1,C,1C350_d_17,"(C.A.S. #754-01-8) Methyl chlorofluorophosphate;"
1,C,1C350_d_18,"(C.A.S. #677-24-7) Methyl dichlorophosphate;"
1,C,1C350_d_19,"(C.A.S. #22382-13-4) Methyl difluorophosphate;"
1,C,1C350_d_2,"(C.A.S. #107-07-3) 2-Chloroethanol;"
1,C,1C350_d_20,"(C.A.S. #14277-06-6) N,N Diethylacetamidine;"
1,C,1C350_d_21,"(C.A.S. #53510-30-8) N,N-Diethylbutanamidine;"
1,C,1C350_d_22,"(C.A.S. #90324-67-7) N,N-Diethylformamidine;"
1,C,1C350_d_23,"(C.A.S. #1342789-47-2) N,N Diethylisobutanamidine;"
1,C,1C350_d_24,"(C.A.S. #84764-73-8) N,N-Diethylpropanamidine;"
1,C,1C350_d_25,"(C.A.S. #1315467-17-4) N,N-Diisopropylbutanamidine;"
1,C,1C350_d_26,"(C.A.S. #857522-08-8) N,N-Diisopropylformamidine;"
1,C,1C350_d_27,"(C.A.S. #2909-14-0) N,N-Dimethylacetamidine;"
1,C,1C350_d_28,"(C.A.S. #1340437-35-5) N,N-Dimethylbutanamidine;"
1,C,1C350_d_29,"(C.A.S. #44205-42-7) N,N-Dimethylformamidine;"
1,C,1C350_d_3,"(C.A.S. #109-89-7) Diethylamine;"
1,C,1C350_d_30,"(C.A.S. #321881-25-8) N,N-Dimethylisobutanamidine;"
1,C,1C350_d_31,"(C.A.S. #56776-14-8) N,N-Dimethylpropanamidine;"
1,C,1C350_d_32,"(C.A.S. #1339586-99-0) N,N-Dipropylacetamidine;"
1,C,1C350_d_33,"C.A.S. #1342422-35-8) N,N-Dipropylbutanamidine;"
1,C,1C350_d_34,"(C.A.S. #48044-20-8) N,N-Dipropylformamidine;"
1,C,1C350_d_35,"(C.A.S. #1342700-45-1) N,N-Dipropylisobutanamidine;"
1,C,1C350_d_36,"(C.A.S. #1341496-89-6) N,N-Dipropylpropanamidine;"
1,C,1C350_d_37,"(C.A.S. #1314-80-3) Phosphorus pentasulfide;"
1,C,1C350_d_38,"(C.A.S. #75-97-8) Pinacolone;"
1,C,1C350_d_39,"(C.A.S. #7789-29-9) Potassium bifluoride;"
1,C,1C350_d_4,"(C.A.S. #100-37-8) N,N-Diethylaminoethanol;"
1,C,1C350_d_40,"(C.A.S. #151-50-8) Potassium cyanide;"
1,C,1C350_d_41,"(C.A.S. #7789-23-3) Potassium fluoride;"
1,C,1C350_d_42,"(C.A.S. #3731-38-2) 3-Quinuclidone;"
1,C,1C350_d_43,"(C.A.S. #1333-83-1) Sodium bifluoride;"
1,C,1C350_d_44,"(C.A.S. #143-33-9) Sodium cyanide;"
1,C,1C350_d_45,"(C.A.S. #7681-49-4) Sodium fluoride;"
1,C,1C350_d_46,"(C.A.S. #16893-85-9) Sodium hexafluorosilicate;"
1,C,1C350_d_47,"(C.A.S. #1313-82-2) Sodium sulfide;"
1,C,1C350_d_48,"(C.A.S. #637-39-8) Triethanolamine hydrochloride;"
1,C,1C350_d_49,"(C.A.S. #116-17-6) Tri-isopropyl phosphite."
1,C,1C350_d_5,"(C.A.S. #589-57-1) Diethyl chlorophosphite;"
1,C,1C350_d_6,"(C.A.S. #298-06-6) O,O-Diethyl phosphorodithioate;"
1,C,1C350_d_7,"(C.A.S. #2465-65-8) O,O-Diethyl phosphorothioate;"
1,C,1C350_d_8,"(C.A.S. #108-18-9) Di-isopropylamine;"
1,C,1C350_d_9,"(C.A.S. #124-40-3) Dimethylamine;"
1,C,"1C350_License Note","License Requirement Notes"
1,C,"1C350_Note to Mixtures","Calculation of concentrations of AG-controlled chemicals:"
1,C,"1C350_Technical Note","Technical Notes:"
1,C,1C351,"Human and animal pathogens and “toxins,” as follows (see List of Items Controlled)."
1,C,1C351_a,"Viruses identified on the Australia Group (AG) “List of Human and Animal Pathogens and Toxins for Export Control,” as follows:"
1,C,1C351_a_1,"African horse sickness virus;"
1,C,1C351_a_10,"Crimean-Congo hemorrhagic fever virus;"
1,C,1C351_a_11,"Dobrava-Belgrade virus;"
1,C,1C351_a_12,"Eastern equine encephalitis virus;"
1,C,1C351_a_13,"Ebolavirus (includes all members of the Ebolavirus genus);"
1,C,1C351_a_14,"Foot-and-mouth disease virus;"
1,C,1C351_a_15,"Goatpox virus;"
1,C,1C351_a_16,"Guanarito virus;"
1,C,1C351_a_17,"Hantaan virus;"
1,C,1C351_a_18,"Hendra virus (Equine morbillivirus);"
1,C,1C351_a_19,"Japanese encephalitis virus;"
1,C,1C351_a_2,"African swine fever virus;"
1,C,1C351_a_20,"Junin virus;"
1,C,1C351_a_21,"Kyasanur Forest disease virus;"
1,C,1C351_a_22,"Laguna Negra virus;"
1,C,1C351_a_23,"Lassa virus;"
1,C,1C351_a_24,"Louping ill virus;"
1,C,1C351_a_25,"Lujo virus;"
1,C,1C351_a_26,"Lumpy skin disease virus;"
1,C,1C351_a_27,"Lymphocytic choriomeningitis virus;"
1,C,1C351_a_28,"Machupo virus;"
1,C,1C351_a_29,"Marburgvirus (includes all members of the Marburgvirus genus);"
1,C,1C351_a_3,"Andes virus;"
1,C,1C351_a_30,"Middle East respiratory syndrome-related coronavirus (MERS-related coronavirus);"
1,C,1C351_a_31,"Monkeypox virus;"
1,C,1C351_a_32,"Murray Valley encephalitis virus;"
1,C,1C351_a_33,"Newcastle disease virus;"
1,C,1C351_a_34,"Nipah virus;"
1,C,1C351_a_35,"Omsk hemorrhagic fever virus;"
1,C,1C351_a_36,"Oropouche virus;"
1,C,1C351_a_37,"Peste-des-petits ruminants virus;"
1,C,1C351_a_38,"Porcine Teschovirus;"
1,C,1C351_a_39,"Powassan virus;"
1,C,1C351_a_4,"Avian influenza (AI) viruses identified as having high pathogenicity (HP), as follows:"
1,C,1C351_a_4_a,"AI viruses that have an intravenous pathogenicity index (IVPI) in 6-week-old chickens greater than 1.2; or"
1,C,1C351_a_4_b,"AI viruses that cause at least 75% mortality in 4- to 8-week-old chickens infected intravenously."
1,C,1C351_a_40,"Rabies virus and all other members of the Lyssavirus genus;"
1,C,1C351_a_41,"Reconstructed 1918 influenza virus;"
1,C,1C351_a_42,"Rift Valley fever virus;"
1,C,1C351_a_43,"Rinderpest virus;"
1,C,1C351_a_44,"Rocio virus;"
1,C,1C351_a_45,"Sabia virus;"
1,C,1C351_a_46,"Seoul virus;"
1,C,1C351_a_47,"Severe acute respiratory syndrome-related coronavirus (SARS-related coronavirus);"
1,C,1C351_a_48,"Sheeppox virus;"
1,C,1C351_a_49,"Sin Nombre virus;"
1,C,1C351_a_5,"Bluetongue virus;"
1,C,1C351_a_50,"St. Louis encephalitis virus;"
1,C,1C351_a_51,"Suid herpesvirus 1 (Pseudorabies virus; Aujeszky's disease);"
1,C,1C351_a_52,"Swine vesicular disease virus;"
1,C,1C351_a_53,"Tick-borne encephalitis virus (Far Eastern subtype, formerly known as Russian Spring-Summer encephalitis virus - see 1C351.b.3 for Siberian subtype);"
1,C,1C351_a_54,"Variola virus;"
1,C,1C351_a_55,"Venezuelan equine encephalitis virus;"
1,C,1C351_a_56,"Vesicular stomatitis virus;"
1,C,1C351_a_57,"Western equine encephalitis virus; or"
1,C,1C351_a_58,"Yellow fever virus."
1,C,1C351_a_6,"Chapare virus;"
1,C,1C351_a_7,"Chikungunya virus;"
1,C,1C351_a_8,"Choclo virus;"
1,C,1C351_a_9,"Classical swine fever virus (Hog cholera virus);"
1,C,1C351_b_1,[Reserved];
1,C,1C351_b_2,"[Reserved]; or"
1,C,1C351_b_3,"Tick-borne encephalitis virus (Siberian subtype, formerly West Siberian virus - see 1C351.a.53 for Far Eastern subtype)."
1,C,1C351_c,"Bacteria identified on the Australia Group (AG) “List of Human and Animal Pathogens and Toxins for Export Control,” as follows:"
1,C,1C351_c_1,"Bacillus anthracis;"
1,C,1C351_c_10,"Clostridium botulinum;"
1,C,1C351_c_11,"Clostridium butyricum, botulinum neurotoxin producing strains;"
1,C,1C351_c_12,"Clostridium perfringens, epsilon toxin producing types;"
1,C,1C351_c_13,"Coxiella burnetii;"
1,C,1C351_c_14,"Francisella tularensis;"
1,C,1C351_c_15,"Mycoplasma capricolum subspecies capripneumoniae (“strain F38”);"
1,C,1C351_c_16,"Mycoplasma mycoides subspecies mycoides SC (small colony) (a.k.a. contagious bovine pleuropneumonia);"
1,C,1C351_c_17,"Rickettsia prowazekii;"
1,C,1C351_c_18,"Salmonella enterica subspecies enterica serovar Typhi (Salmonella typhi);"
1,C,1C351_c_19,"Shiga toxin producing Escherichia coli (STEC) of serogroups O26, O45, O103, O104, O111, O121, O145, O157, and other shiga toxin producing serogroups;"
1,C,1C351_c_2,"Brucella abortus;"
1,C,1C351_c_20,"Shigella dysenteriae;"
1,C,1C351_c_21,"Vibrio cholerae; or"
1,C,1C351_c_22,"Yersinia pestis."
1,C,1C351_c_3,"Brucella melitensis;"
1,C,1C351_c_4,"Brucella suis;"
1,C,1C351_c_5,"Burkholderia mallei (Pseudomonas mallei);"
1,C,1C351_c_6,"Burkholderia pseudomallei (Pseudomonas pseudomallei);"
1,C,1C351_c_7,"Chlamydia psittaci (Chlamydophila psittaci);"
1,C,1C351_c_8,"Clostriduim argentinense (formerly known as Clostridium botulinum Type G), botulinum neurotoxin producing strains;"
1,C,1C351_c_9,"Clostridium baratii, botulinum neurotoxin producing strains;"
1,C,1C351_d,"“Toxins” identified on the Australia Group (AG) “List of Human and Animal Pathogens and Toxins for Export Control,” as follows, or their subunits:"
1,C,1C351_d_1,Abrin;
1,C,1C351_d_10,"Microcystins (Cyanginosins);"
1,C,1C351_d_11,Modeccin;
1,C,1C351_d_12,Nodularins;
1,C,1C351_d_13,Palytoxin;
1,C,1C351_d_14,Ricin;
1,C,1C351_d_15,Saxitoxin;
1,C,1C351_d_16,"Shiga toxins (shiga-like toxins, verotoxins, and verocytotoxins);"
1,C,1C351_d_17,"Staphylococcus aureus enterotoxins, hemolysin alpha toxin, and toxic shock syndrome toxin (formerly known as Staphylococcus enterotoxin F);"
1,C,1C351_d_18,"T-2 toxin;"
1,C,1C351_d_19,Tetrodotoxin;
1,C,1C351_d_2,Aflatoxins;
1,C,1C351_d_20,"Viscumin (Viscum album lectin 1); or"
1,C,1C351_d_21,Volkensin.
1,C,1C351_d_3,"Botulinum toxins;"
1,C,1C351_d_4,Brevetoxins;
1,C,1C351_d_5,"Clostridium perfringens alpha, beta 1, beta 2, epsilon and iota toxins;"
1,C,1C351_d_6,Conotoxins;
1,C,1C351_d_7,Diacetoxyscirpenol;
1,C,1C351_d_8,Gonyautoxins;
1,C,1C351_d_9,"HT-2 toxin;"
1,C,1C351_e,"“Fungi”, as follows:"
1,C,1C351_e_1,"Coccidioides immitis; or"
1,C,1C351_e_2,"Coccidioides posadasii."
1,C,1C353,"Genetic elements and genetically modified organisms, as follows (see List of Items Controlled)."
1,C,1C353_1,"Vaccines that contain genetic elements or genetically modified organisms identified in this ECCN are controlled by ECCN 1C991."
1,C,1C353_a,"Any genetically modified organism that contains, or any genetic element that codes for, any of the following:"
1,C,1C353_a_1,"Any gene, genes, translated product or translated products specific to any virus controlled by 1C351.a or .b or 1C354.c;"
1,C,1C353_a_2,"Any gene or genes specific to any bacterium controlled by 1C351.c or 1C354.a, or any fungus controlled by 1C351.e or 1C354.b, and which;"
1,C,1C353_a_2_a,"In itself or through its transcribed or translated products represents a significant hazard to human, animal or plant health; or"
1,C,1C353_a_2_b,"Could endow or enhance pathogenicity; or"
1,C,1C353_a_3,"Any toxins, or their subunits, controlled by 1C351.d."
1,C,1C353_b,[Reserved].
1,C,"1C353_License Note","License Requirements Notes:"
1,C,"1C353_Technical Note","Technical Notes:"
1,C,1C354,"Plant pathogens, as follows (see List of Items Controlled)."
1,C,1C354_a,"Bacteria, as follows:"
1,C,1C354_a_1,"Xanthomonas albilineans;"
1,C,1C354_a_2,"Xanthomonas citri pv. citri (Xanthomonas axonopodis pv. citri, Xanthomonas campestris pv. citri);"
1,C,1C354_a_5,"Ralstonia solanacearum, race 3, biovar 2;"
1,C,1C354_b,"Fungi, as follows:"
1,C,1C354_b_1,"Bipolaris oryzae (Cochliobolus miyabeanus, Helminthosporium oryzae);"
1,C,1C354_b_10,"Tilletia indica;"
1,C,1C354_b_11,"Thecaphora solani;"
1,C,1C354_b_2,"Colletotrichum kahawae (Colletotrichum coffeanum var. virulans);"
1,C,1C354_b_3,"Pseudocercospora ulei (Microcyclus ulei, Dothidella ulei);"
1,C,1C354_b_5,"Puccinia striiformis (syn. Puccinia glumarum);"
1,C,1C354_b_6,"Magnaporthe oryzae (Pyricularia oryzae);"
1,C,1C354_b_7,"Peronosclerospora philippinensis (Peronosclerospora sacchari);"
1,C,1C354_b_8,"Sclerophthora rayssiae var. zeae;"
1,C,1C354_b_9,"Synchytrium endobioticum;"
1,C,1C354_c,"Viruses, as follows:"
1,C,1C354_c_1,"Andean potato latent virus (Potato Andean latent tymovirus);"
1,C,1C354_c_2,"Potato spindle tuber viroid."
1,C,"1C354_License Note","License Requirements Notes"
1,C,"1C354_License Note_1","All vaccines are excluded from the scope of this ECCN. See ECCN 1C991 for vaccines."
1,C,1C355_1,MIXTURES:
1,C,1C355_a,"CWC Schedule 2 chemicals and mixtures containing Schedule 2 chemicals:"
1,C,1C355_a_1,"Toxic chemicals, as follows, and mixtures containing toxic chemicals:"
1,C,1C355_a_1_b,[Reserved]
1,C,1C355_a_2_a_Note,"Note
1C355.a.2.a does not control Fonofos: O-Ethyl S-phenyl ethylphosphonothiolothionate (C.A.S. 944-22-9)."
1,C,1C355_a_2_b,"FAMILY: N,N-Dialkyl (Me, Et, n-Pr or i-Pr) phosphoramidic dihalides;"
1,C,1C355_a_2_c,"FAMILY: Dialkyl (Me, Et, n-Pr or i-Pr) N,N-dialkyl (Me, Et, n-Pr, or i-Pr)-phosphoramidates;"
1,C,1C355_a_2_d,"FAMILY: N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethyl-2-chlorides and corresponding protonated salts;"
1,C,1C355_a_2_e,"FAMILY: N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-ols and corresponding protonated salts;"
1,C,1C355_a_2_f,"FAMILY: N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-thiols and corresponding protonated salts."
1,C,1C355_b,"CWC Schedule 3 chemicals and mixtures containing Schedule 3 chemicals:"
1,C,1C355_b_1_a,"Phosgene: Carbonyl dichloride (C.A.S. 75-44-5);"
1,C,1C355_b_1_b,"Cyanogen chloride (C.A.S. 506-77-4);"
1,C,1C355_b_1_c,"Hydrogen cyanide (C.A.S. 74-90-8);"
1,C,1C355_b_1_d,"Chloropicrin: Trichloronitromethane (CAS 76-06-2)."
1,C,1C355_b_2_a,[Reserved];
1,C,1C355_b_2_b,"Methyldiethanolamine (C.A.S. 105-59-9)."
1,C,1C395,"Mixtures and Medical, Analytical, Diagnostic, and Food Testing Kits Not Controlled by ECCN 1C350, as follows (See List of Items Controlled)."
1,C,1C607,"Tear Gases, Riot Control Agents and materials for the detection and decontamination of chemical warfare agents (see List of Items Controlled)."
1,C,1C607_a,"Tear gases and riot control agents including:"
1,C,1C607_a_1,"CA (Bromobenzyl cyanide) (CAS 5798-79-8);"
1,C,1C607_a_10,"Bromo acetone (CAS 598-31-2);"
1,C,1C607_a_11,"Bromo methylethylketone (CAS 816-40-0);"
1,C,1C607_a_12,"Iodo acetone (CAS 3019-04-3);"
1,C,1C607_a_13,"Phenylcarbylamine chloride (CAS 622-44-6);"
1,C,1C607_a_14,"Ethyl iodoacetate (CAS 623-48-3);"
1,C,1C607_a_2,"CS (o-Chlorobenzylidenemalononitrile or o-Chlorobenzalmalononitrile) (CAS 2698-41-1);"
1,C,1C607_a_3,"CN (Phenylacyl chloride or w-Chloroacetophenone) (CAS 532-27-4);"
1,C,1C607_a_4,"CR (Dibenz-(b,f)-1,4-oxazephine) (CAS 257-07-8);"
1,C,1C607_a_5,"Adamsite (Diphenylamine chloroarsine or DM) (CAS 578-94-9);"
1,C,1C607_a_6,"N-Nonanoylmorpholine, (MPA) (CAS 5299-64-9);"
1,C,1C607_a_7,"Dibromodimethyl ether (CAS 4497-29-4);"
1,C,1C607_a_8,"Dichlorodimethyl ether (ClCi) (CAS 542-88-1);"
1,C,1C607_a_9,"Ethyldibromoarsine (CAS 683-43-2);"
1,C,1C607_c_2,"Biological systems containing the genetic information specific to the production of “biocatalysts” specified by 1C607.c.1, as follows:"
1,C,1C607_c_2_a,"“Expression vectors;”"
1,C,1C607_c_2_b,"Viruses; or"
1,C,1C607_c_2_c,"Cultures of cells."
1,C,1C608,"“Energetic materials” and related commodities (see List of Items Controlled)."
1,C,1C608_a,"'Single base', 'double base', and 'triple base' 'propellants' having nitrocellulose with nitrogen content greater than 12.6% in the form of either:"
1,C,1C608_a_1,"'Sheetstock' or 'carpet rolls'; or"
1,C,1C608_a_2,"Grains with diameter greater than 0.10 inches."
1,C,1C608_a_2_Note,"Note
This entry does not control 'propellant' grains used in shotgun shells, small arms cartridges, or rifle cartridges."
1,C,1C608_c,"Cartridge power devices containing greater than 0.70 kg, but not more than 1.0 kg of 'controlled materials.'"
1,C,1C608_e,"Igniters not controlled by USML Categories III or IV that contain greater than 0.01 kg, but not more than 0.1 kg of 'controlled materials'."
1,C,1C608_f,"Oil well cartridges containing greater than 0.015 kg, but not more than 0.1 kg of 'controlled materials'."
1,C,1C608_g,"Commercial cast or pressed boosters containing greater than 1.0 kg, but not more than 5.0 kg of 'controlled materials'."
1,C,1C608_i,[Reserved]
1,C,1C608_l,"Propyleneimine (2 methylaziridine) (C.A.S. #75-55-8)."
1,C,1C608_m,"Any oxidizer or 'mixture' thereof that is a compound composed of fluorine and any of the following: other halogens, oxygen, or nitrogen."
1,C,"1C608_m_Note 1","Note 1 to 1C608.m
Nitrogen trifluoride (NF3) (CAS 7783-54-2) in a gaseous state is controlled under ECCN 1C992 and not under ECCN 1C608.m."
1,C,"1C608_m_Note 2","Note 2 to 1C608.m
Chlorine trifluoride (ClF3) (CAS 7790-91-2) is controlled under ECCN 1C111.a.3.f and not under ECCN 1C608.m."
1,C,"1C608_m_Note 3","Note 3 to 1C608.m
Oxygen difluoride (OF2) is controlled under USML Category V.d.10 (see 22 CFR 121.1) and not under ECCN 1C608.m."
1,C,"1C608_n_Note 1","Note 1
1C608.n does not apply to the following “aircraft” fuels: JP-4, JP-5, and JP-8."
1,C,"1C608_n_Note 2","Note 2
“Aircraft” fuels specified by 1C608.n, Note 1 are finished products, not their constituents."
1,C,1C980_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C982_Items,"The list of items controlled is contained in the ECCN heading"
1,C,1C983_Items,"The list of items controlled is contained in the ECCN heading"
1,C,1C984_Items,"The list of items controlled is contained in the ECCN heading"
1,C,1C988_Items,"The list of items controlled is contained in the ECCN heading"
1,C,1C990_Items,"The list of items controlled is contained in the ECCN heading"
1,C,1C991,"Vaccines, immunotoxins, medical products, diagnostic and food testing kits, as follows (see List of Items Controlled)."
1,C,1C991_a,"Vaccines containing, or designed for use against, items controlled by ECCN 1C351, 1C353 or 1C354."
1,C,1C991_b,"Immunotoxins containing toxins controlled by 1C351.d;"
1,C,1C991_c,"Medical products that contain any of the following:"
1,C,1C991_d,"Medical products not controlled by 1C991.c that contain any of the following:"
1,C,1C991_d_1,"Botulinum toxins controlled by ECCN 1C351.d.3;"
1,C,1C991_d_2,"Conotoxins controlled by ECCN 1C351.d.6; or"
1,C,1C992,"Commercial charges and devices containing energetic materials, n.e.s. and nitrogen trifluoride in a gaseous state (see List of Items Controlled)."
1,C,1C992_a_1,"Contain any formulation of controlled materials;"
1,C,1C992_a_2,"Have only a uniform shaped conical liner with an included angle of 90 degrees or less;"
1,C,1C992_a_3,"Contain more than 0.010 kg but less than or equal to 0.090 kg of controlled materials; and"
1,C,1C992_a_4,"Have a diameter not exceeding 4.5 inches;"
1,C,1C992_b,"Shaped charges “specially designed” for oil well operations containing less than or equal to 0.010 kg of controlled materials;"
1,C,1C992_c,"Detonation cord or shock tubes containing less than or equal to 0.064 kg per meter (300 grains per foot) of controlled materials;"
1,C,1C992_d,"Cartridge power devices, that contain less than or equal to 0.70 kg of controlled materials in the deflagration material;"
1,C,1C992_e,"Detonators (electric or nonelectric) and assemblies thereof, that contain less than or equal to 0.01 kg of controlled materials;"
1,C,1C992_f,"Igniters, that contain less than or equal to 0.01 kg of controlled materials;"
1,C,1C992_g,"Oil well cartridges, that contain less than or equal to 0.015 kg of controlled energetic materials;"
1,C,1C992_h,"Commercial cast or pressed boosters containing less than or equal to 1.0 kg of controlled materials;"
1,C,1C992_j,"Cutters and severing tools containing less than or equal to 3.5 kg of controlled materials;"
1,C,1C992_l,"Other commercial explosive devices and charges not controlled by 1C992.a through .k containing less than or equal to 1.0 kg of controlled materials."
1,C,1C992_m,"Nitrogen trifluoride (NF3) in a gaseous state."
1,C,1C995_a_1,"Mixtures containing 10 percent or less, by weight, of any single CWC Schedule 2 chemical controlled by ECCN 1C350.b;"
1,C,1C995_a_2,"Mixtures containing less than 30 percent, by weight, of:"
1,C,1C995_a_2_a,"Any single CWC Schedule 3 chemical controlled by ECCN 1C350.c; or"
1,C,1C995_a_2_b,"Any single precursor chemical controlled by ECCN 1C350.d."
1,C,1C995_b_1,"Mixtures containing the following concentrations of CWC Schedule 2 chemicals controlled by ECCN 1C355.a:"
1,C,1C995_b_1_b,"Mixtures containing 10 percent or less, by weight, of any single CWC Schedule 2 chemical controlled by 1C355.a.2;"
1,C,1C995_b_2,"Mixtures containing less than 30 percent, by weight, of any single CWC Schedule 3 chemical controlled by ECCN 1C355.b."
1,C,1C996_a,"A flash point exceeding 477 K (204 °C);"
1,C,1C996_b,"A pour point at 239 K (?-34 °C) or less;"
1,C,1C996_c,"A viscosity index of 75 or more; and"
1,C,1C996_d,"A thermal stability at 616 K (343 °C)."
1,C,1C997_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C998,"Non-fluorinated polymeric substances, not controlled by 1C008, as follows (see List of Items Controlled)."
1,C,1C998_a,"Polyarylene ether ketones, as follows:"
1,C,1C998_a_1,"Polyether ether ketone (PEEK);"
1,C,1C998_a_2,"Polyether ketone ketone (PEKK);"
1,C,1C998_a_3,"Polyether ketone (PEK);"
1,C,1C998_a_4,"Polyether ketone ether ketone ketone (PEKEKK);"
1,C,1C998_b,[Reserved]
1,C,1C999,"Specific Materials, n.e.s., as Follows (See List of Items Controlled)."
1,C,1C999_a,"Hardened steel and tungsten carbide precision ball bearings (3mm or greater diameter);"
1,C,1C999_b,"304 and 316 stainless steel plate, n.e.s.;"
1,C,1C999_c,"Monel plate;"
1,C,1C999_d,"Tributyl phosphate;"
1,C,1C999_e,"Nitric acid in concentrations of 20 weight percent or greater;"
1,C,1C999_f,Fluorine;
